Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
3310	3311.0	25753	rfMRI connectivity (ICA100 edge 883)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0276	0.0144
3311	3312.0	25753	rfMRI connectivity (ICA100 edge 884)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.012	0.0129
3312	3313.0	25753	rfMRI connectivity (ICA100 edge 885)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0373	0.014
3313	3314.0	25753	rfMRI connectivity (ICA100 edge 886)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0375	0.0129
3314	3315.0	25753	rfMRI connectivity (ICA100 edge 887)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0088	0.0131
3315	3316.0	25753	rfMRI connectivity (ICA100 edge 888)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0284	0.014
3316	3317.0	25753	rfMRI connectivity (ICA100 edge 889)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0062	0.0135
3317	3318.0	25753	rfMRI connectivity (ICA100 edge 890)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.016	0.0144
3318	3319.0	25753	rfMRI connectivity (ICA100 edge 891)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.031	0.0141
3319	3320.0	25753	rfMRI connectivity (ICA100 edge 892)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0355	0.0168
3320	3321.0	25753	rfMRI connectivity (ICA100 edge 893)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0111	0.0133
3321	3322.0	25753	rfMRI connectivity (ICA100 edge 894)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0036	0.0138
3322	3323.0	25753	rfMRI connectivity (ICA100 edge 895)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0032	0.0146
3323	3324.0	25753	rfMRI connectivity (ICA100 edge 896)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.007	0.0143
3324	3325.0	25753	rfMRI connectivity (ICA100 edge 897)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0181	0.0138
3325	3326.0	25753	rfMRI connectivity (ICA100 edge 898)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.032	0.0133
3326	3327.0	25753	rfMRI connectivity (ICA100 edge 899)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0182	0.0171
3327	3328.0	25753	rfMRI connectivity (ICA100 edge 900)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0091	0.0149
3328	3329.0	25753	rfMRI connectivity (ICA100 edge 901)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	10601	10604	31688.0	31664.0	31673.0	0.0175	0.0148
3329	3330.0	25753	rfMRI connectivity (ICA100 edge 902)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.011	0.0139
3330	3331.0	25753	rfMRI connectivity (ICA100 edge 903)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0109	0.0142
3331	3332.0	25753	rfMRI connectivity (ICA100 edge 904)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0169	0.0123
3332	3333.0	25753	rfMRI connectivity (ICA100 edge 905)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0544	0.0156
3333	3334.0	25753	rfMRI connectivity (ICA100 edge 906)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0078	0.014
3334	3335.0	25753	rfMRI connectivity (ICA100 edge 907)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0342	0.0144
3335	3336.0	25753	rfMRI connectivity (ICA100 edge 908)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0862	0.0146
3336	3337.0	25753	rfMRI connectivity (ICA100 edge 909)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0007	0.0136
3337	3338.0	25753	rfMRI connectivity (ICA100 edge 910)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0614	0.0144
3338	3339.0	25753	rfMRI connectivity (ICA100 edge 911)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0318	0.0137
3339	3340.0	25753	rfMRI connectivity (ICA100 edge 912)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1743	0.0194
3340	3341.0	25753	rfMRI connectivity (ICA100 edge 913)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.07	0.016
3341	3342.0	25753	rfMRI connectivity (ICA100 edge 914)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0856	0.0169
3342	3343.0	25753	rfMRI connectivity (ICA100 edge 915)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0993	0.016
3343	3344.0	25753	rfMRI connectivity (ICA100 edge 916)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1239	0.0191
3344	3345.0	25753	rfMRI connectivity (ICA100 edge 917)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0128	0.0136
3345	3346.0	25753	rfMRI connectivity (ICA100 edge 918)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.055	0.0149
3346	3347.0	25753	rfMRI connectivity (ICA100 edge 919)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0079	0.0129
3347	3348.0	25753	rfMRI connectivity (ICA100 edge 920)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0328	0.0136
3348	3349.0	25753	rfMRI connectivity (ICA100 edge 921)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0946	0.016
3349	3350.0	25753	rfMRI connectivity (ICA100 edge 922)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0541	0.015
3350	3351.0	25753	rfMRI connectivity (ICA100 edge 923)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0257	0.0141
3351	3352.0	25753	rfMRI connectivity (ICA100 edge 924)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1663	0.0175
3352	3353.0	25753	rfMRI connectivity (ICA100 edge 925)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0632	0.015
3353	3354.0	25753	rfMRI connectivity (ICA100 edge 926)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0097	0.0141
3354	3355.0	25753	rfMRI connectivity (ICA100 edge 927)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1991	0.0175
3355	3356.0	25753	rfMRI connectivity (ICA100 edge 928)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1123	0.0189
3356	3357.0	25753	rfMRI connectivity (ICA100 edge 929)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0799	0.0147
3357	3358.0	25753	rfMRI connectivity (ICA100 edge 930)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0024	0.0143
3358	3359.0	25753	rfMRI connectivity (ICA100 edge 931)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.134	0.0182
3359	3360.0	25753	rfMRI connectivity (ICA100 edge 932)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1407	0.0187
3360	3361.0	25753	rfMRI connectivity (ICA100 edge 933)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0215	0.0143
3361	3362.0	25753	rfMRI connectivity (ICA100 edge 934)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0917	0.0148
3362	3363.0	25753	rfMRI connectivity (ICA100 edge 935)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0257	0.014
3363	3364.0	25753	rfMRI connectivity (ICA100 edge 936)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0921	0.0175
3364	3365.0	25753	rfMRI connectivity (ICA100 edge 937)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0378	0.014
3365	3366.0	25753	rfMRI connectivity (ICA100 edge 938)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0141	0.0144
3366	3367.0	25753	rfMRI connectivity (ICA100 edge 939)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0692	0.0149
3367	3368.0	25753	rfMRI connectivity (ICA100 edge 940)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0704	0.0138
3368	3369.0	25753	rfMRI connectivity (ICA100 edge 941)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	10601	10604	31688.0	31664.0	31673.0	0.0201	0.0139
3369	3370.0	25753	rfMRI connectivity (ICA100 edge 942)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0605	0.0224
3370	3371.0	25753	rfMRI connectivity (ICA100 edge 943)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0615	0.0155
3371	3372.0	25753	rfMRI connectivity (ICA100 edge 944)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0259	0.0157
3372	3373.0	25753	rfMRI connectivity (ICA100 edge 945)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0809	0.0154
3373	3374.0	25753	rfMRI connectivity (ICA100 edge 946)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0116	0.0128
3374	3375.0	25753	rfMRI connectivity (ICA100 edge 947)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0251	0.0137
3375	3376.0	25753	rfMRI connectivity (ICA100 edge 948)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0568	0.0142
3376	3377.0	25753	rfMRI connectivity (ICA100 edge 949)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0064	0.0132
3377	3378.0	25753	rfMRI connectivity (ICA100 edge 950)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.057	0.0138
3378	3379.0	25753	rfMRI connectivity (ICA100 edge 951)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1812	0.0201
3379	3380.0	25753	rfMRI connectivity (ICA100 edge 952)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0195	0.0128
3380	3381.0	25753	rfMRI connectivity (ICA100 edge 953)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1066	0.0167
3381	3382.0	25753	rfMRI connectivity (ICA100 edge 954)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0039	0.0138
3382	3383.0	25753	rfMRI connectivity (ICA100 edge 955)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0487	0.0149
3383	3384.0	25753	rfMRI connectivity (ICA100 edge 956)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0829	0.0161
3384	3385.0	25753	rfMRI connectivity (ICA100 edge 957)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1217	0.0178
3385	3386.0	25753	rfMRI connectivity (ICA100 edge 958)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0974	0.0166
3386	3387.0	25753	rfMRI connectivity (ICA100 edge 959)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0769	0.0156
3387	3388.0	25753	rfMRI connectivity (ICA100 edge 960)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.011	0.0145
3388	3389.0	25753	rfMRI connectivity (ICA100 edge 961)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1421	0.0204
3389	3390.0	25753	rfMRI connectivity (ICA100 edge 962)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	-0.0016	0.0142
3390	3391.0	25753	rfMRI connectivity (ICA100 edge 963)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	10601	10604	31688.0	31664.0	31673.0	0.0639	0.0142
3391	3392.0	25753	rfMRI connectivity (ICA100 edge 964)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0143	0.0129
3392	3393.0	25753	rfMRI connectivity (ICA100 edge 965)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0774	0.0168
3393	3394.0	25753	rfMRI connectivity (ICA100 edge 966)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0392	0.014
3394	3395.0	25753	rfMRI connectivity (ICA100 edge 967)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1075	0.0165
3395	3396.0	25753	rfMRI connectivity (ICA100 edge 968)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0162	0.0141
3396	3397.0	25753	rfMRI connectivity (ICA100 edge 969)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0258	0.0145
3397	3398.0	25753	rfMRI connectivity (ICA100 edge 970)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0802	0.0142
3398	3399.0	25753	rfMRI connectivity (ICA100 edge 971)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0733	0.0158
3399	3400.0	25753	rfMRI connectivity (ICA100 edge 972)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0183	0.0134
3400	3401.0	25753	rfMRI connectivity (ICA100 edge 973)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0848	0.0155
3401	3402.0	25753	rfMRI connectivity (ICA100 edge 974)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0886	0.0175
3402	3403.0	25753	rfMRI connectivity (ICA100 edge 975)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1165	0.0171
3403	3404.0	25753	rfMRI connectivity (ICA100 edge 976)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0191	0.0148
3404	3405.0	25753	rfMRI connectivity (ICA100 edge 977)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1145	0.0148
3405	3406.0	25753	rfMRI connectivity (ICA100 edge 978)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0195	0.0135
3406	3407.0	25753	rfMRI connectivity (ICA100 edge 979)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0963	0.017
3407	3408.0	25753	rfMRI connectivity (ICA100 edge 980)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0505	0.0144
3408	3409.0	25753	rfMRI connectivity (ICA100 edge 981)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0247	0.0135
3409	3410.0	25753	rfMRI connectivity (ICA100 edge 982)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0457	0.0155
3410	3411.0	25753	rfMRI connectivity (ICA100 edge 983)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0996	0.0145
3411	3412.0	25753	rfMRI connectivity (ICA100 edge 984)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0226	0.0125
3412	3413.0	25753	rfMRI connectivity (ICA100 edge 985)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0911	0.0165
3413	3414.0	25753	rfMRI connectivity (ICA100 edge 986)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0819	0.0166
3414	3415.0	25753	rfMRI connectivity (ICA100 edge 987)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0037	0.0136
3415	3416.0	25753	rfMRI connectivity (ICA100 edge 988)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0667	0.0156
3416	3417.0	25753	rfMRI connectivity (ICA100 edge 989)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0185	0.0133
3417	3418.0	25753	rfMRI connectivity (ICA100 edge 990)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0821	0.0162
3418	3419.0	25753	rfMRI connectivity (ICA100 edge 991)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0089	0.015
3419	3420.0	25753	rfMRI connectivity (ICA100 edge 992)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0284	0.0146
3420	3421.0	25753	rfMRI connectivity (ICA100 edge 993)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0022	0.0135
3421	3422.0	25753	rfMRI connectivity (ICA100 edge 994)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0111	0.0151
3422	3423.0	25753	rfMRI connectivity (ICA100 edge 995)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1005	0.0171
3423	3424.0	25753	rfMRI connectivity (ICA100 edge 996)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0183	0.0125
3424	3425.0	25753	rfMRI connectivity (ICA100 edge 997)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0695	0.0147
3425	3426.0	25753	rfMRI connectivity (ICA100 edge 998)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.011	0.0127
3426	3427.0	25753	rfMRI connectivity (ICA100 edge 999)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0503	0.0144
3427	3428.0	25753	rfMRI connectivity (ICA100 edge 1000)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0677	0.0137
3428	3429.0	25753	rfMRI connectivity (ICA100 edge 1001)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.111	0.0176
3429	3430.0	25753	rfMRI connectivity (ICA100 edge 1002)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.078	0.0255
3430	3431.0	25753	rfMRI connectivity (ICA100 edge 1003)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0972	0.0146
3431	3432.0	25753	rfMRI connectivity (ICA100 edge 1004)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0133	0.0127
3432	3433.0	25753	rfMRI connectivity (ICA100 edge 1005)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0236	0.0138
3433	3434.0	25753	rfMRI connectivity (ICA100 edge 1006)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0209	0.0139
3434	3435.0	25753	rfMRI connectivity (ICA100 edge 1007)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	10601	10604	31688.0	31664.0	31673.0	0.0632	0.0156
3435	3436.0	25753	rfMRI connectivity (ICA100 edge 1008)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.04	0.014
3436	3437.0	25753	rfMRI connectivity (ICA100 edge 1009)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0377	0.0125
3437	3438.0	25753	rfMRI connectivity (ICA100 edge 1010)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0234	0.0137
3438	3439.0	25753	rfMRI connectivity (ICA100 edge 1011)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.1205	0.0165
3439	3440.0	25753	rfMRI connectivity (ICA100 edge 1012)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0221	0.0139
3440	3441.0	25753	rfMRI connectivity (ICA100 edge 1013)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0012	0.0138
3441	3442.0	25753	rfMRI connectivity (ICA100 edge 1014)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0933	0.0183
3442	3443.0	25753	rfMRI connectivity (ICA100 edge 1015)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0898	0.0149
3443	3444.0	25753	rfMRI connectivity (ICA100 edge 1016)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0464	0.0142
3444	3445.0	25753	rfMRI connectivity (ICA100 edge 1017)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0204	0.0141
3445	3446.0	25753	rfMRI connectivity (ICA100 edge 1018)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0435	0.0148
3446	3447.0	25753	rfMRI connectivity (ICA100 edge 1019)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0879	0.0165
3447	3448.0	25753	rfMRI connectivity (ICA100 edge 1020)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0014	0.0137
3448	3449.0	25753	rfMRI connectivity (ICA100 edge 1021)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0875	0.0172
3449	3450.0	25753	rfMRI connectivity (ICA100 edge 1022)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.011	0.0131
3450	3451.0	25753	rfMRI connectivity (ICA100 edge 1023)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0323	0.0148
3451	3452.0	25753	rfMRI connectivity (ICA100 edge 1024)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0274	0.0133
3452	3453.0	25753	rfMRI connectivity (ICA100 edge 1025)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0105	0.0141
3453	3454.0	25753	rfMRI connectivity (ICA100 edge 1026)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0472	0.0169
3454	3455.0	25753	rfMRI connectivity (ICA100 edge 1027)			16.0	rfMRI connectivity		21081.0	21063.0	21069.0	10607.0	-	-	31688.0	31664.0	31673.0	0.0783	0.0163
